,Household_ID,Zone,Household_Size,Distribution_Date,Ration_Type,Ration_Amount_Kg,Satisfaction_Rating,Rice_Kg,Vegetable_Oil_L,Rice_Per_Person,Oil_Per_Person,Ration_Amount_Per_Person,Zone_Monthly_Total_Kg,Total_Food_Kg,Zone_Quarterly_Total_Kg
523,HH0524,Kakuma 1,9.0,2025-06-26,Cash Transfer,54.1,Neutral,35.3,2.8,3.92,0.31,6.01,19830.82,92.2,19830.82
524,HH0525,Kakuma 1,6.0,2025-06-06,Cash Transfer,36.5,Neutral,35.3,2.9,5.88,0.48,6.08,19830.82,74.7,19830.82
525,HH0526,Kakuma 4,5.0,2025-06-21,Dry Rations,31.4,Very Satisfied,20.1,2.4,4.02,0.48,6.28,13447.05,53.9,13447.05
526,HH0527,Kalobeyei,5.0,2025-07-01,Dry Rations,40.16,Neutral,13.3,1.9,2.66,0.38,8.03,502.09,55.36,502.09
527,HH0528,Kakuma 1,2.0,2025-06-04,Dry Rations,27.5,Very Satisfied,19.9,2.0,9.95,1.0,13.75,19830.82,49.4,19830.82
528,HH0529,Kalobeyei,8.0,2025-06-19,Dry Rations,47.3,Very Satisfied,33.5,2.5,4.19,0.31,5.91,12046.84,83.3,12046.84
529,HH0530,Kakuma 1,8.0,2025-06-16,Cash Transfer,43.2,Satisfied,27.0,3.4,3.38,0.42,5.4,19830.82,73.6,19830.82
530,HH0531,Kakuma 2,1.0,2025-06-13,Dry Rations,44.9,Neutral,29.5,4.1,29.5,4.1,44.9,12251.69,78.5,12251.69
531,HH0532,Kakuma 2,8.0,2025-06-13,Dry Rations,21.5,Very Satisfied,13.9,2.1,1.74,0.26,2.69,12251.69,37.5,12251.69
532,HH0533,Kakuma 2,5.0,2025-06-30,Dry Rations,40.16,Satisfied,23.1,2.6,4.62,0.52,8.03,12251.69,65.86,12251.69
533,HH0534,Kalobeyei,5.0,2025-06-23,Dry Rations,53.7,Unsatisfied,36.6,3.5,7.32,0.7,10.74,12046.84,93.8,12046.84
534,HH0535,Kakuma 3,2.0,2025-06-17,Cash Transfer,39.0,Satisfied,28.9,3.7,14.45,1.85,19.5,11340.6,71.6,11340.6
535,HH0536,Kalobeyei,6.0,2025-06-23,Dry Rations,27.3,Very Unsatisfied,17.6,1.6,2.93,0.27,4.55,12046.84,46.5,12046.84
536,HH0537,Kakuma 3,9.0,2025-06-01,Cash Transfer,38.9,Very Satisfied,17.6,3.1,1.96,0.34,4.32,11340.6,59.6,11340.6
537,HH0538,Kakuma 3,1.0,2025-06-18,E-Voucher,32.3,Very Unsatisfied,21.9,2.3,21.9,2.3,32.3,11340.6,56.5,11340.6
538,HH0539,Kakuma 2,6.0,2025-07-01,Cash Transfer,43.3,Very Unsatisfied,34.4,3.0,5.73,0.5,7.22,338.7,80.7,338.7
539,HH0540,Kakuma 4,9.0,2025-06-20,Cash Transfer,40.2,Very Unsatisfied,31.8,2.7,3.53,0.3,4.47,13447.05,74.7,13447.05
540,HH0541,Kakuma 1,8.0,2025-06-17,Dry Rations,45.4,Satisfied,34.5,2.9,4.31,0.36,5.68,19830.82,82.8,19830.82
541,HH0542,Kakuma 1,6.0,2025-06-27,E-Voucher,27.8,Very Satisfied,18.0,2.3,3.0,0.38,4.63,19830.82,48.1,19830.82
542,HH0543,Kakuma 2,3.0,2025-06-27,E-Voucher,35.5,Neutral,21.8,3.5,7.27,1.17,11.83,12251.69,60.8,12251.69
543,HH0544,Kakuma 4,3.0,2025-06-27,E-Voucher,50.9,Satisfied,21.8,3.2,7.27,1.07,16.97,13447.05,75.9,13447.05
544,HH0545,Kakuma 1,9.0,2025-06-15,E-Voucher,26.5,Satisfied,21.8,2.4,2.42,0.27,2.94,19830.82,50.7,19830.82
545,HH0546,Kalobeyei,1.0,2025-06-11,Cash Transfer,30.0,Very Satisfied,21.0,3.0,21.0,3.0,30.0,12046.84,54.0,12046.84
546,HH0547,Kakuma 1,9.0,2025-06-25,E-Voucher,42.0,Unsatisfied,31.7,3.2,3.52,0.36,4.67,19830.82,76.9,19830.82
547,HH0548,Kakuma 2,9.0,2025-06-28,Cash Transfer,42.9,Satisfied,31.7,2.3,3.52,0.26,4.77,12251.69,76.9,12251.69
548,HH0549,Kakuma 1,6.0,2025-06-22,Cash Transfer,35.1,Very Unsatisfied,27.0,3.4,4.5,0.57,5.85,19830.82,65.5,19830.82
549,HH0550,Kakuma 2,4.0,2025-06-13,Cash Transfer,37.2,Unsatisfied,27.0,3.3,6.75,0.82,9.3,12251.69,67.5,12251.69
550,HH0551,Kakuma 3,1.0,2025-06-01,E-Voucher,45.3,Very Unsatisfied,33.4,3.8,33.4,3.8,45.3,11340.6,82.5,11340.6
551,HH0552,Kakuma 2,8.0,2025-06-17,Dry Rations,48.5,Very Satisfied,32.1,4.4,4.01,0.55,6.06,12251.69,85.0,12251.69
552,HH0553,Kakuma 2,2.0,2025-06-06,Dry Rations,29.3,Unsatisfied,32.1,3.0,16.05,1.5,14.65,12251.69,64.4,12251.69
553,HH0554,Kalobeyei,1.0,2025-06-04,E-Voucher,43.6,Very Satisfied,32.3,4.3,32.3,4.3,43.6,12046.84,80.2,12046.84
554,HH0555,Kalobeyei,2.0,2025-06-20,Dry Rations,55.1,Very Unsatisfied,33.2,4.7,16.6,2.35,27.55,12046.84,93.0,12046.84
555,HH0556,Kakuma 1,1.0,2025-06-16,Dry Rations,38.8,Very Satisfied,26.5,3.7,26.5,3.7,38.8,19830.82,69.0,19830.82
556,HH0557,Kakuma 1,1.0,2025-06-15,Cash Transfer,29.2,Satisfied,26.5,2.2,26.5,2.2,29.2,19830.82,57.9,19830.82
557,HH0558,Kalobeyei,9.0,2025-06-27,Cash Transfer,28.7,Unsatisfied,21.2,1.6,2.36,0.18,3.19,12046.84,51.5,12046.84
558,HH0559,Kakuma 1,1.0,2025-06-15,E-Voucher,38.4,Very Satisfied,28.9,2.9,28.9,2.9,38.4,19830.82,70.2,19830.82
559,HH0560,Kakuma 4,4.0,2025-06-06,E-Voucher,50.4,Very Unsatisfied,33.3,2.8,8.32,0.7,12.6,13447.05,86.5,13447.05
560,HH0561,Kakuma 1,6.0,2025-06-15,E-Voucher,39.6,Very Satisfied,30.2,3.2,5.03,0.53,6.6,19830.82,73.0,19830.82
561,HH0562,Kakuma 1,7.0,2025-06-14,E-Voucher,41.9,Unsatisfied,27.6,3.0,3.94,0.43,5.99,19830.82,72.5,19830.82
562,HH0563,Kalobeyei,7.0,2025-06-28,E-Voucher,30.0,Very Unsatisfied,20.7,2.4,2.96,0.34,4.29,12046.84,53.1,12046.84
563,HH0564,Kakuma 4,6.0,2025-06-28,E-Voucher,40.16,Very Unsatisfied,37.1,2.5,6.18,0.42,6.69,13447.05,79.76,13447.05
564,HH0565,Kakuma 1,6.0,2025-06-07,E-Voucher,40.16,Unsatisfied,21.0,1.7,3.5,0.28,6.69,19830.82,62.86,19830.82
565,HH0566,Kakuma 1,2.0,2025-06-09,E-Voucher,35.0,Satisfied,27.9,2.6,13.95,1.3,17.5,19830.82,65.5,19830.82
566,HH0567,Kakuma 3,2.0,2025-06-26,E-Voucher,40.16,Satisfied,29.9,4.5,14.95,2.25,20.08,11340.6,74.56,11340.6
567,HH0568,Kalobeyei,7.0,2025-06-16,E-Voucher,19.6,Very Unsatisfied,14.4,1.4,2.06,0.2,2.8,12046.84,35.4,12046.84
568,HH0569,Kakuma 4,1.0,2025-06-05,Dry Rations,41.7,Very Unsatisfied,14.4,3.0,14.4,3.0,41.7,13447.05,59.1,13447.05
569,HH0570,Kakuma 3,8.0,2025-06-25,Cash Transfer,40.16,Unsatisfied,23.2,2.5,2.9,0.31,5.02,11340.6,65.86,11340.6
570,HH0571,Kakuma 1,3.0,2025-06-20,Cash Transfer,40.2,Satisfied,23.2,3.0,7.73,1.0,13.4,19830.82,66.4,19830.82
571,HH0572,Kakuma 2,6.0,2025-06-29,E-Voucher,40.16,Very Unsatisfied,27.4,2.4,4.57,0.4,6.69,12251.69,69.96,12251.69
572,HH0573,Kakuma 3,9.0,2025-06-10,Cash Transfer,61.1,Satisfied,43.6,4.3,4.84,0.48,6.79,11340.6,109.0,11340.6
573,HH0574,Kakuma 3,6.0,2025-06-18,Cash Transfer,36.1,Very Unsatisfied,23.6,2.2,3.93,0.37,6.02,11340.6,61.9,11340.6
574,HH0575,Kalobeyei,9.0,2025-06-03,Cash Transfer,58.4,Very Satisfied,40.6,5.7,4.51,0.63,6.49,12046.84,104.7,12046.84
575,HH0576,Kalobeyei,7.0,2025-06-13,E-Voucher,45.9,Neutral,40.6,2.6,5.8,0.37,6.56,12046.84,89.1,12046.84
576,HH0577,Kakuma 2,9.0,2025-06-11,E-Voucher,32.0,Very Satisfied,22.9,2.2,2.54,0.24,3.56,12251.69,57.1,12251.69
577,HH0578,Kakuma 4,2.0,2025-06-17,Cash Transfer,43.3,Very Unsatisfied,33.7,2.2,16.85,1.1,21.65,13447.05,79.2,13447.05
578,HH0579,Kakuma 2,8.0,2025-06-30,Cash Transfer,37.0,Neutral,26.4,2.3,3.3,0.29,4.62,12251.69,65.7,12251.69
579,HH0580,Kakuma 4,8.0,2025-06-30,E-Voucher,42.4,Neutral,30.8,3.8,3.85,0.48,5.3,13447.05,77.0,13447.05
580,HH0581,Kakuma 4,2.0,2025-06-22,Dry Rations,32.9,Very Unsatisfied,23.2,2.0,11.6,1.0,16.45,13447.05,58.1,13447.05
581,HH0582,Kalobeyei,2.0,2025-06-13,Cash Transfer,56.9,Very Unsatisfied,34.7,3.1,17.35,1.55,28.45,12046.84,94.7,12046.84
582,HH0583,Kakuma 1,7.0,2025-06-06,Dry Rations,40.16,Satisfied,31.9,3.6,4.56,0.51,5.74,19830.82,75.66,19830.82
583,HH0584,Kakuma 1,7.0,2025-06-17,Cash Transfer,40.3,Very Unsatisfied,28.1,3.0,4.01,0.43,5.76,19830.82,71.4,19830.82
584,HH0585,Kakuma 3,4.0,2025-06-27,Dry Rations,57.3,Unsatisfied,37.9,3.1,9.48,0.78,14.32,11340.6,98.3,11340.6
585,HH0586,Kalobeyei,6.0,2025-06-13,Dry Rations,40.16,Very Unsatisfied,25.9,3.7,4.32,0.62,6.69,12046.84,69.76,12046.84
586,HH0587,Kakuma 4,6.0,2025-06-19,Dry Rations,40.16,Very Unsatisfied,35.7,4.5,5.95,0.75,6.69,13447.05,80.36,13447.05
587,HH0588,Kakuma 1,3.0,2025-06-21,E-Voucher,40.4,Very Unsatisfied,26.8,3.9,8.93,1.3,13.47,19830.82,71.1,19830.82
588,HH0589,Kakuma 4,3.0,2025-06-19,Dry Rations,43.9,Very Unsatisfied,28.6,4.1,9.53,1.37,14.63,13447.05,76.6,13447.05
589,HH0590,Kakuma 1,2.0,2025-06-10,Dry Rations,39.2,Unsatisfied,27.2,3.0,13.6,1.5,19.6,19830.82,69.4,19830.82
590,HH0591,Kakuma 1,6.0,2025-06-03,Dry Rations,41.0,Very Satisfied,25.7,2.2,4.28,0.37,6.83,19830.82,68.9,19830.82
591,HH0592,Kakuma 1,7.0,2025-06-14,Cash Transfer,41.7,Very Unsatisfied,32.8,3.0,4.69,0.43,5.96,19830.82,77.5,19830.82
592,HH0593,Kalobeyei,7.0,2025-06-14,Cash Transfer,33.3,Satisfied,25.8,3.1,3.69,0.44,4.76,12046.84,62.2,12046.84
593,HH0594,Kakuma 2,3.0,2025-06-19,Cash Transfer,36.0,Very Unsatisfied,26.7,3.2,8.9,1.07,12.0,12251.69,65.9,12251.69
594,HH0595,Kakuma 4,3.0,2025-06-05,Dry Rations,40.16,Very Unsatisfied,23.5,2.9,7.83,0.97,13.39,13447.05,66.56,13447.05
595,HH0596,Kalobeyei,7.0,2025-06-29,Dry Rations,42.3,Very Unsatisfied,31.9,2.6,4.56,0.37,6.04,12046.84,76.8,12046.84
596,HH0597,Kalobeyei,4.0,2025-06-29,E-Voucher,39.7,Satisfied,30.2,3.7,7.55,0.92,9.93,12046.84,73.6,12046.84
597,HH0598,Kalobeyei,8.0,2025-06-20,Cash Transfer,51.7,Neutral,39.0,4.5,4.88,0.56,6.46,12046.84,95.2,12046.84
598,HH0599,Kakuma 1,7.0,2025-06-17,Dry Rations,48.5,Very Unsatisfied,30.2,4.8,4.31,0.69,6.93,19830.82,83.5,19830.82
599,HH0600,Kalobeyei,7.0,2025-06-21,Cash Transfer,38.0,Very Satisfied,27.7,2.2,3.96,0.31,5.43,12046.84,67.9,12046.84
600,HH0601,Kakuma 3,7.0,2025-06-21,Cash Transfer,40.16,Very Unsatisfied,41.3,3.0,5.9,0.43,5.74,11340.6,84.46,11340.6
601,HH0602,Kakuma 4,3.0,2025-06-05,E-Voucher,58.7,Unsatisfied,42.0,3.6,14.0,1.2,19.57,13447.05,104.3,13447.05
602,HH0603,Kalobeyei,2.0,2025-06-04,E-Voucher,19.6,Unsatisfied,14.3,1.8,7.15,0.9,9.8,12046.84,35.7,12046.84
603,HH0604,Kakuma 4,6.0,2025-06-06,E-Voucher,49.3,Very Satisfied,34.1,2.9,5.68,0.48,8.22,13447.05,86.3,13447.05
604,HH0605,Kakuma 3,6.0,2025-06-26,E-Voucher,33.1,Very Unsatisfied,23.4,1.8,3.9,0.3,5.52,11340.6,58.3,11340.6
605,HH0606,Kakuma 3,3.0,2025-06-04,E-Voucher,48.0,Satisfied,29.1,4.8,9.7,1.6,16.0,11340.6,81.9,11340.6
606,HH0607,Kakuma 4,6.0,2025-06-30,E-Voucher,52.4,Very Satisfied,38.1,2.7,6.35,0.45,8.73,13447.05,93.2,13447.05
607,HH0608,Kakuma 1,5.0,2025-06-07,E-Voucher,31.2,Very Unsatisfied,19.2,2.9,3.84,0.58,6.24,19830.82,53.3,19830.82
608,HH0609,Kakuma 2,8.0,2025-06-07,E-Voucher,21.5,Satisfied,14.8,3.0,1.85,0.38,2.69,12251.69,39.3,12251.69
609,HH0610,Kakuma 1,9.0,2025-06-18,Dry Rations,48.4,Unsatisfied,31.9,4.5,3.54,0.5,5.38,19830.82,84.8,19830.82
610,HH0611,Kakuma 1,3.0,2025-06-03,Cash Transfer,41.4,Satisfied,29.4,3.2,9.8,1.07,13.8,19830.82,74.0,19830.82
611,HH0612,Kakuma 1,3.0,2025-06-01,E-Voucher,23.3,Very Unsatisfied,29.4,2.2,9.8,0.73,7.77,19830.82,54.9,19830.82
612,HH0613,Kalobeyei,3.0,2025-06-01,E-Voucher,65.3,Satisfied,48.2,6.3,16.07,2.1,21.77,12046.84,119.8,12046.84
613,HH0614,Kakuma 3,6.0,2025-06-25,Cash Transfer,46.2,Neutral,35.1,2.3,5.85,0.38,7.7,11340.6,83.6,11340.6
614,HH0615,Kakuma 1,1.0,2025-06-04,Dry Rations,40.16,Satisfied,29.5,2.5,29.5,2.5,40.16,19830.82,72.16,19830.82
615,HH0616,Kakuma 3,7.0,2025-06-06,Cash Transfer,53.7,Neutral,33.3,3.4,4.76,0.49,7.67,11340.6,90.4,11340.6
616,HH0617,Kakuma 4,1.0,2025-06-09,Cash Transfer,34.2,Unsatisfied,21.5,2.9,21.5,2.9,34.2,13447.05,58.6,13447.05
617,HH0618,Kakuma 2,5.0,2025-06-22,Cash Transfer,41.3,Very Unsatisfied,32.0,3.9,6.4,0.78,8.26,12251.69,77.2,12251.69
618,HH0619,Kakuma 4,8.0,2025-06-14,Cash Transfer,26.8,Neutral,18.9,2.0,2.36,0.25,3.35,13447.05,47.7,13447.05
619,HH0620,Kakuma 4,4.0,2025-06-28,Cash Transfer,33.9,Neutral,23.5,2.7,5.88,0.68,8.48,13447.05,60.1,13447.05
620,HH0621,Kalobeyei,5.0,2025-06-12,E-Voucher,43.9,Unsatisfied,27.3,2.6,5.46,0.52,8.78,12046.84,73.8,12046.84
621,HH0622,Kakuma 2,4.0,2025-06-28,E-Voucher,23.3,Neutral,17.0,2.1,4.25,0.52,5.82,12251.69,42.4,12251.69
622,HH0623,Kakuma 4,4.0,2025-06-25,E-Voucher,33.6,Very Satisfied,26.0,3.3,6.5,0.82,8.4,13447.05,62.9,13447.05
623,HH0624,Kakuma 4,8.0,2025-07-01,E-Voucher,30.7,Unsatisfied,26.0,1.9,3.25,0.24,3.84,294.8,58.6,294.8
624,HH0625,Kakuma 2,2.0,2025-06-20,Cash Transfer,41.4,Very Satisfied,30.0,3.1,15.0,1.55,20.7,12251.69,74.5,12251.69
625,HH0626,Kakuma 2,1.0,2025-06-24,Cash Transfer,45.7,Unsatisfied,28.1,2.5,28.1,2.5,45.7,12251.69,76.3,12251.69
626,HH0627,Kakuma 4,3.0,2025-06-25,Dry Rations,47.4,Neutral,29.5,3.7,9.83,1.23,15.8,13447.05,80.6,13447.05
627,HH0628,Kakuma 2,9.0,2025-06-04,Dry Rations,50.0,Very Satisfied,30.5,3.8,3.39,0.42,5.56,12251.69,84.3,12251.69
628,HH0629,Kakuma 4,9.0,2025-06-21,Cash Transfer,53.7,Neutral,35.0,3.1,3.89,0.34,5.97,13447.05,91.8,13447.05
629,HH0630,Kakuma 4,5.0,2025-06-30,Dry Rations,46.1,Unsatisfied,28.9,3.3,5.78,0.66,9.22,13447.05,78.3,13447.05
630,HH0631,Kalobeyei,2.0,2025-06-24,Cash Transfer,58.9,Neutral,38.4,3.0,19.2,1.5,29.45,12046.84,100.3,12046.84
631,HH0632,Kakuma 1,4.0,2025-06-12,Cash Transfer,41.2,Very Satisfied,38.4,3.0,9.6,0.75,10.3,19830.82,82.6,19830.82
632,HH0633,Kakuma 4,2.0,2025-06-10,E-Voucher,38.3,Very Satisfied,30.2,3.0,15.1,1.5,19.15,13447.05,71.5,13447.05
633,HH0634,Kakuma 1,2.0,2025-06-30,E-Voucher,46.1,Neutral,33.3,2.3,16.65,1.15,23.05,19830.82,81.7,19830.82
634,HH0635,Kakuma 1,2.0,2025-06-22,E-Voucher,40.16,Satisfied,33.3,3.3,16.65,1.65,20.08,19830.82,76.76,19830.82
635,HH0636,Kakuma 1,6.0,2025-06-22,E-Voucher,58.5,Unsatisfied,43.4,5.0,7.23,0.83,9.75,19830.82,106.9,19830.82
636,HH0637,Kakuma 1,6.0,2025-06-07,E-Voucher,51.3,Unsatisfied,31.9,3.5,5.32,0.58,8.55,19830.82,86.7,19830.82
637,HH0638,Kalobeyei,3.0,2025-06-03,E-Voucher,40.16,Neutral,35.5,2.5,11.83,0.83,13.39,12046.84,78.16,12046.84
638,HH0639,Kakuma 4,3.0,2025-06-23,Dry Rations,41.3,Satisfied,27.1,3.6,9.03,1.2,13.77,13447.05,72.0,13447.05
639,HH0640,Kalobeyei,6.0,2025-06-28,Cash Transfer,35.9,Very Satisfied,26.1,3.5,4.35,0.58,5.98,12046.84,65.5,12046.84
640,HH0641,Kakuma 4,3.0,2025-06-14,E-Voucher,47.0,Very Unsatisfied,31.4,2.9,10.47,0.97,15.67,13447.05,81.3,13447.05
641,HH0642,Kalobeyei,2.0,2025-06-14,Dry Rations,28.7,Very Unsatisfied,31.4,1.9,15.7,0.95,14.35,12046.84,62.0,12046.84
642,HH0643,Kalobeyei,8.0,2025-06-10,E-Voucher,55.3,Neutral,36.1,3.3,4.51,0.41,6.91,12046.84,94.7,12046.84
643,HH0644,Kakuma 3,8.0,2025-06-16,Dry Rations,38.2,Satisfied,36.1,3.0,4.51,0.38,4.78,11340.6,77.3,11340.6
644,HH0645,Kalobeyei,1.0,2025-06-16,Dry Rations,43.1,Satisfied,33.9,2.5,33.9,2.5,43.1,12046.84,79.5,12046.84
645,HH0646,Kakuma 2,1.0,2025-06-22,Dry Rations,30.9,Unsatisfied,18.7,2.1,18.7,2.1,30.9,12251.69,51.7,12251.69
646,HH0647,Kakuma 1,8.0,2025-07-01,Cash Transfer,47.2,Very Unsatisfied,34.9,4.0,4.36,0.5,5.9,669.6,86.1,669.6
647,HH0648,Kalobeyei,4.0,2025-06-10,Dry Rations,35.5,Satisfied,26.4,2.8,6.6,0.7,8.88,12046.84,64.7,12046.84
648,HH0649,Kakuma 1,7.0,2025-06-25,Dry Rations,46.5,Very Unsatisfied,35.7,3.2,5.1,0.46,6.64,19830.82,85.4,19830.82
649,HH0650,Kakuma 2,2.0,2025-06-25,Cash Transfer,47.6,Very Satisfied,37.8,3.4,18.9,1.7,23.8,12251.69,88.8,12251.69
650,HH0651,Kakuma 2,7.0,2025-06-06,Cash Transfer,33.5,Very Satisfied,37.8,3.0,5.4,0.43,4.79,12251.69,74.3,12251.69
651,HH0652,Kakuma 2,5.0,2025-06-12,Dry Rations,28.8,Neutral,17.7,1.4,3.54,0.28,5.76,12251.69,47.9,12251.69
652,HH0653,Kakuma 3,5.0,2025-06-09,Cash Transfer,55.3,Satisfied,42.3,3.0,8.46,0.6,11.06,11340.6,100.6,11340.6
653,HH0654,Kalobeyei,6.0,2025-06-13,E-Voucher,38.1,Neutral,27.8,3.0,4.63,0.5,6.35,12046.84,68.9,12046.84
654,HH0655,Kalobeyei,9.0,2025-06-04,E-Voucher,40.16,Satisfied,30.8,2.3,3.42,0.26,4.46,12046.84,73.26,12046.84
655,HH0656,Kakuma 1,6.0,2025-06-24,Cash Transfer,44.9,Unsatisfied,28.1,3.8,4.68,0.63,7.48,19830.82,76.8,19830.82
656,HH0657,Kakuma 1,8.0,2025-06-11,Cash Transfer,27.5,Neutral,20.1,2.6,2.51,0.32,3.44,19830.82,50.2,19830.82
657,HH0658,Kakuma 2,7.0,2025-06-20,Dry Rations,40.16,Neutral,35.5,3.0,5.07,0.43,5.74,12251.69,78.66,12251.69
658,HH0659,Kakuma 1,9.0,2025-06-18,Cash Transfer,41.0,Very Unsatisfied,35.5,2.8,3.94,0.31,4.56,19830.82,79.3,19830.82
659,HH0660,Kakuma 3,4.0,2025-06-26,Dry Rations,33.6,Neutral,35.5,2.6,8.88,0.65,8.4,11340.6,71.7,11340.6
660,HH0661,Kalobeyei,2.0,2025-06-11,E-Voucher,28.4,Satisfied,17.3,2.7,8.65,1.35,14.2,12046.84,48.4,12046.84
661,HH0662,Kakuma 2,7.0,2025-06-11,Cash Transfer,46.1,Very Unsatisfied,31.0,4.5,4.43,0.64,6.59,12251.69,81.6,12251.69
662,HH0663,Kakuma 1,6.0,2025-06-21,Dry Rations,40.16,Neutral,39.3,4.5,6.55,0.75,6.69,19830.82,83.96,19830.82
663,HH0664,Kakuma 3,1.0,2025-06-04,Dry Rations,41.8,Neutral,30.9,2.3,30.9,2.3,41.8,11340.6,75.0,11340.6
664,HH0665,Kakuma 3,9.0,2025-06-18,E-Voucher,25.7,Unsatisfied,17.8,2.1,1.98,0.23,2.86,11340.6,45.6,11340.6
665,HH0666,Kakuma 1,9.0,2025-06-01,Cash Transfer,29.4,Neutral,18.0,2.1,2.0,0.23,3.27,19830.82,49.5,19830.82
666,HH0667,Kalobeyei,2.0,2025-06-27,E-Voucher,35.7,Very Satisfied,18.0,2.6,9.0,1.3,17.85,12046.84,56.3,12046.84
667,HH0668,Kakuma 1,3.0,2025-06-07,E-Voucher,55.6,Very Unsatisfied,18.0,2.9,6.0,0.97,18.53,19830.82,76.5,19830.82
668,HH0669,Kakuma 2,5.0,2025-06-06,Dry Rations,37.5,Very Satisfied,29.5,2.2,5.9,0.44,7.5,12251.69,69.2,12251.69
669,HH0670,Kakuma 1,5.0,2025-07-01,Cash Transfer,35.3,Very Unsatisfied,25.7,3.2,5.14,0.64,7.06,669.6,64.2,669.6
670,HH0671,Kakuma 3,1.0,2025-07-01,Dry Rations,23.3,Unsatisfied,15.4,1.7,15.4,1.7,23.3,679.36,40.4,679.36
671,HH0672,Kakuma 1,8.0,2025-06-18,Cash Transfer,33.4,Neutral,23.5,2.2,2.94,0.28,4.18,19830.82,59.1,19830.82
672,HH0673,Kalobeyei,8.0,2025-06-24,E-Voucher,27.7,Neutral,17.0,1.9,2.12,0.24,3.46,12046.84,46.6,12046.84
673,HH0674,Kakuma 4,4.0,2025-06-11,Cash Transfer,30.0,Neutral,23.8,3.0,5.95,0.75,7.5,13447.05,56.8,13447.05
674,HH0675,Kakuma 1,7.0,2025-06-20,Cash Transfer,41.2,Very Unsatisfied,27.7,3.6,3.96,0.51,5.89,19830.82,72.5,19830.82
675,HH0676,Kakuma 1,3.0,2025-06-24,Dry Rations,36.0,Neutral,25.0,2.3,8.33,0.77,12.0,19830.82,63.3,19830.82
676,HH0677,Kalobeyei,6.0,2025-06-24,Dry Rations,57.0,Very Satisfied,38.3,3.2,6.38,0.53,9.5,12046.84,98.5,12046.84
677,HH0678,Kakuma 3,6.0,2025-06-16,Cash Transfer,50.8,Very Unsatisfied,37.4,3.2,6.23,0.53,8.47,11340.6,91.4,11340.6
678,HH0679,Kalobeyei,6.0,2025-06-07,Dry Rations,33.9,Very Unsatisfied,37.4,3.3,6.23,0.55,5.65,12046.84,74.6,12046.84
679,HH0680,Kalobeyei,5.0,2025-06-21,Dry Rations,30.8,Very Satisfied,37.4,2.4,7.48,0.48,6.16,12046.84,70.6,12046.84
680,HH0681,Kakuma 1,5.0,2025-06-10,Dry Rations,53.8,Neutral,35.2,3.0,7.04,0.6,10.76,19830.82,92.0,19830.82
681,HH0682,Kakuma 1,5.0,2025-06-26,Cash Transfer,56.6,Neutral,37.5,3.0,7.5,0.6,11.32,19830.82,97.1,19830.82
682,HH0683,Kakuma 2,1.0,2025-06-12,Dry Rations,18.1,Satisfied,11.3,1.2,11.3,1.2,18.1,12251.69,30.6,12251.69
683,HH0684,Kakuma 2,9.0,2025-06-12,Cash Transfer,40.9,Very Unsatisfied,29.9,3.7,3.32,0.41,4.54,12251.69,74.5,12251.69
684,HH0685,Kakuma 3,6.0,2025-06-14,Dry Rations,37.5,Very Satisfied,22.8,2.9,3.8,0.48,6.25,11340.6,63.2,11340.6
685,HH0686,Kakuma 1,4.0,2025-06-25,E-Voucher,46.5,Satisfied,33.5,2.6,8.38,0.65,11.62,19830.82,82.6,19830.82
686,HH0687,Kalobeyei,9.0,2025-06-05,E-Voucher,40.16,Unsatisfied,46.0,3.4,5.11,0.38,4.46,12046.84,89.56,12046.84
687,HH0688,Kakuma 1,5.0,2025-06-26,Dry Rations,40.16,Very Unsatisfied,46.0,2.7,9.2,0.54,8.03,19830.82,88.86,19830.82
688,HH0689,Kakuma 1,5.0,2025-06-21,Dry Rations,19.4,Very Unsatisfied,13.4,1.9,2.68,0.38,3.88,19830.82,34.7,19830.82
689,HH0690,Kakuma 3,5.0,2025-06-18,Cash Transfer,40.16,Neutral,31.7,3.0,6.34,0.6,8.03,11340.6,74.86,11340.6
690,HH0691,Kalobeyei,1.0,2025-06-18,Cash Transfer,53.9,Very Unsatisfied,33.2,5.0,33.2,5.0,53.9,12046.84,92.1,12046.84
691,HH0692,Kalobeyei,1.0,2025-06-18,E-Voucher,37.0,Very Unsatisfied,27.2,3.3,27.2,3.3,37.0,12046.84,67.5,12046.84
692,HH0693,Kakuma 4,8.0,2025-06-23,Dry Rations,32.9,Very Unsatisfied,25.1,2.1,3.14,0.26,4.11,13447.05,60.1,13447.05
693,HH0694,Kakuma 1,8.0,2025-06-26,Dry Rations,35.6,Neutral,23.1,3.0,2.89,0.38,4.45,19830.82,61.7,19830.82
694,HH0695,Kakuma 1,6.0,2025-06-05,E-Voucher,48.5,Very Unsatisfied,33.2,2.7,5.53,0.45,8.08,19830.82,84.4,19830.82
695,HH0696,Kakuma 1,4.0,2025-06-24,Cash Transfer,35.5,Neutral,27.3,3.1,6.82,0.78,8.88,19830.82,65.9,19830.82
696,HH0697,Kakuma 4,2.0,2025-06-17,Dry Rations,43.3,Unsatisfied,33.6,2.6,16.8,1.3,21.65,13447.05,79.5,13447.05
697,HH0698,Kakuma 2,2.0,2025-06-19,Cash Transfer,40.3,Very Unsatisfied,26.1,2.8,13.05,1.4,20.15,12251.69,69.2,12251.69
